id,formattedAddress,addressLine1,addressLine2,city,state,zipCode,county,latitude,longitude,propertyType,bedrooms,bathrooms,squareFootage,lotSize,yearBuilt,status,price,listedDate,removedDate,createdDate,lastSeenDate,daysOnMarket
"731-E-17th-Ave,-Salt-Lake-City,-UT-84103","731 E 17th Ave, Salt Lake City, UT 84103",731 E 17th Ave,,Salt Lake City,UT,84103,Salt Lake,40.788186,-111.867495,Single Family,5.0,3.0,4121.0,14375.0,1964.0,Inactive,1599900,2024-03-07T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-03-08T00:00:00.000Z,2024-04-14T00:00:00.000Z,39
"15236-S-Rebel-Ln-W,-Unit-498,-Bluffdale,-UT-84065","15236 S Rebel Ln W, Unit 498, Bluffdale, UT 84065",15236 S Rebel Ln W,Unit 498,Bluffdale,UT,84065,Salt Lake,40.47467,-111.918159,Single Family,4.0,3.5,2782.0,3049.0,2015.0,Inactive,624900,2024-03-07T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-03-08T00:00:00.000Z,2024-04-14T00:00:00.000Z,39
"1441-E-Yale-Ave,-Salt-Lake-City,-UT-84105","1441 E Yale Ave, Salt Lake City, UT 84105",1441 E Yale Ave,,Salt Lake City,UT,84105,Salt Lake,40.746628,-111.849414,Single Family,6.0,3.5,4107.0,8712.0,1912.0,Inactive,1850000,2024-03-09T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-03-10T00:00:00.000Z,2024-04-14T00:00:00.000Z,37
"1355-E-Snow-Pkwy,-Unit-5,-Ivins,-UT-84738","1355 E Snow Pkwy, Unit 5, Ivins, UT 84738",1355 E Snow Pkwy,Unit 5,Ivins,UT,84738,Washington,37.168133,-113.649428,Single Family,4.0,4.0,2712.0,3920.0,2018.0,Inactive,1600000,2024-03-13T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-03-14T00:00:00.000Z,2024-04-14T00:00:00.000Z,33
"10016-N-Limestone-Way,-Highland,-UT-84003","10016 N Limestone Way, Highland, UT 84003",10016 N Limestone Way,,Highland,UT,84003,Utah,40.413822,-111.776871,Single Family,4.0,2.5,2004.0,,,Inactive,499900,2024-03-14T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-03-14T00:00:00.000Z,2024-04-14T00:00:00.000Z,32
"5481-W-Turret-Arch-Ln,-Herriman,-UT-84096","5481 W Turret Arch Ln, Herriman, UT 84096",5481 W Turret Arch Ln,,Herriman,UT,84096,Salt Lake,40.529928,-112.021744,Single Family,5.0,3.5,3609.0,9148.0,2018.0,Inactive,874900,2024-03-15T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-03-15T00:00:00.000Z,2024-04-14T00:00:00.000Z,31
"2174-W-2220-N,-Clinton,-UT-84015","2174 W 2220 N, Clinton, UT 84015",2174 W 2220 N,,Clinton,UT,84015,Davis,41.146094,-112.067705,Single Family,3.0,2.0,1318.0,7841.0,1999.0,Inactive,449900,2024-03-24T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-03-25T00:00:00.000Z,2024-04-14T00:00:00.000Z,22
"11608-S-Grandville-Ave,-South-Jordan,-UT-84009","11608 S Grandville Ave, South Jordan, UT 84009",11608 S Grandville Ave,,South Jordan,UT,84009,Salt Lake,40.540355,-112.010838,Townhouse,4.0,2.5,2175.0,3049.0,2006.0,Inactive,419900,2024-03-26T00:00:00.000Z,2024-04-15T00:00:00.000Z,2021-06-16T12:15:37.754Z,2024-04-14T00:00:00.000Z,20
"1927-Woodview-Dr,-Lehi,-UT-84043","1927 Woodview Dr, Lehi, UT 84043",1927 Woodview Dr,,Lehi,UT,84043,Utah,40.43824,-111.880517,Single Family,6.0,3.5,3590.0,6534.0,2012.0,Inactive,780000,2024-03-28T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-03-28T00:00:00.000Z,2024-04-14T00:00:00.000Z,18
"1147-W-150-N,-Vernal,-UT-84078","1147 W 150 N, Vernal, UT 84078",1147 W 150 N,,Vernal,UT,84078,Uintah,40.45739,-109.550147,Single Family,3.0,1.0,1152.0,7405.0,1953.0,Inactive,275000,2024-03-29T00:00:00.000Z,2024-04-15T00:00:00.000Z,2021-06-17T07:42:31.030Z,2024-04-14T00:00:00.000Z,17
"141-W-Dunlin-Dr,-Salem,-UT-84653","141 W Dunlin Dr, Salem, UT 84653",141 W Dunlin Dr,,Salem,UT,84653,Utah,40.081642,-111.674881,Single Family,5.0,3.0,,,2024.0,Inactive,559990,2024-03-30T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-11T00:00:00.000Z,2024-04-14T00:00:00.000Z,16
"646-E-Pine-St,-Washington,-UT-84780","646 E Pine St, Washington, UT 84780",646 E Pine St,,Washington,UT,84780,Washington,37.086832,-113.498723,Single Family,4.0,4.5,5005.0,99752.0,2023.0,Inactive,4900000,2024-04-01T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-02-16T00:00:00.000Z,2024-04-14T00:00:00.000Z,14
"2021-N-220-W,-Tooele,-UT-84074","2021 N 220 W, Tooele, UT 84074",2021 N 220 W,,Tooele,UT,84074,Tooele,40.565789,-112.308673,Single Family,4.0,2.0,4853.0,14810.0,2015.0,Inactive,625000,2024-04-01T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-02T00:00:00.000Z,2024-04-14T00:00:00.000Z,14
"687-E-33rd-St,-Ogden,-UT-84403","687 E 33rd St, Ogden, UT 84403",687 E 33rd St,,Ogden,UT,84403,Weber,41.203353,-111.962697,Single Family,3.0,1.5,2574.0,10019.0,1958.0,Inactive,390000,2024-04-02T00:00:00.000Z,2024-04-15T00:00:00.000Z,2020-09-25T13:20:03.612Z,2024-04-14T00:00:00.000Z,13
"1500-E-Split-Rock-Dr,-Unit-112,-Ivins,-UT-84738","1500 E Split Rock Dr, Unit 112, Ivins, UT 84738",1500 E Split Rock Dr,Unit 112,Ivins,UT,84738,Washington,37.166457,-113.64263,Land,,,,36155.0,,Inactive,1450000,2024-04-03T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-03T00:00:00.000Z,2024-04-14T00:00:00.000Z,12
"1076-S-1760-W,-Springville,-UT-84663","1076 S 1760 W, Springville, UT 84663",1076 S 1760 W,,Springville,UT,84663,Utah,40.150994,-111.642858,Townhouse,3.0,2.5,1380.0,1307.0,2005.0,Inactive,384900,2024-04-03T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-04T00:00:00.000Z,2024-04-14T00:00:00.000Z,12
"875-Rio-Virgin-Dr,-Unit-250,-Saint-George,-UT-84790","875 Rio Virgin Dr, Unit 250, Saint George, UT 84790",875 Rio Virgin Dr,Unit 250,Saint George,UT,84790,Washington,37.058719,-113.600634,Single Family,2.0,2.0,1747.0,2178.0,1990.0,Inactive,420000,2024-04-04T00:00:00.000Z,2024-04-15T00:00:00.000Z,2021-10-23T10:33:49.627Z,2024-04-14T00:00:00.000Z,11
"7687-S-Navarro-View-Ct,-Midvale,-UT-84047","7687 S Navarro View Ct, Midvale, UT 84047",7687 S Navarro View Ct,,Midvale,UT,84047,Salt Lake,40.611823,-111.918623,Townhouse,2.0,2.0,1464.0,436.0,2016.0,Inactive,450000,2024-04-05T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-05T00:00:00.000Z,2024-04-14T00:00:00.000Z,10
"8357-W-Aleen-Ave-S,-Magna,-UT-84044","8357 W Aleen Ave S, Magna, UT 84044",8357 W Aleen Ave S,,Magna,UT,84044,Salt Lake,40.701868,-112.090761,Single Family,4.0,1.0,2052.0,6534.0,1955.0,Inactive,449900,2024-04-05T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-06T00:00:00.000Z,2024-04-14T00:00:00.000Z,10
"1509-S-Garden-View-Ct,-Saratoga-Springs,-UT-84045","1509 S Garden View Ct, Saratoga Springs, UT 84045",1509 S Garden View Ct,,Saratoga Springs,UT,84045,Utah,40.334199,-111.918583,Single Family,5.0,3.5,4364.0,10019.0,2015.0,Inactive,799900,2024-04-08T00:00:00.000Z,2024-04-15T00:00:00.000Z,2023-06-28T00:00:00.000Z,2024-04-14T00:00:00.000Z,7
"328-N-1100-W,-Salt-Lake-City,-UT-84116","328 N 1100 W, Salt Lake City, UT 84116",328 N 1100 W,,Salt Lake City,UT,84116,Salt Lake,40.776681,-111.922058,Single Family,4.0,1.0,1971.0,6970.0,1942.0,Inactive,549000,2024-04-08T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-09T00:00:00.000Z,2024-04-14T00:00:00.000Z,7
"1060-E-Blazing-Sun-Dr,-Eagle-Mountain,-UT-84005","1060 E Blazing Sun Dr, Eagle Mountain, UT 84005",1060 E Blazing Sun Dr,,Eagle Mountain,UT,84005,Utah,40.322655,-112.023514,Single Family,4.0,2.5,,,2024.0,Inactive,579990,2024-04-09T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-03-29T00:00:00.000Z,2024-04-14T00:00:00.000Z,6
"14785-N-4400-W,-Garland,-UT-84312","14785 N 4400 W, Garland, UT 84312",14785 N 4400 W,,Garland,UT,84312,Box Elder,41.777862,-112.125499,Single Family,5.0,3.0,2668.0,43560.0,1984.0,Inactive,455000,2024-04-09T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-09T00:00:00.000Z,2024-04-14T00:00:00.000Z,6
"1368-S-Gulch-Ln,---4004,-Washington,-UT-84780","1368 S Gulch Ln, # 4004, Washington, UT 84780",1368 S Gulch Ln,# 4004,Washington,UT,84780,Washington,37.11224,-113.4536,Single Family,4.0,2.0,1692.0,,,Inactive,484990,2024-04-09T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-12T00:00:00.000Z,2024-04-14T00:00:00.000Z,6
"823-W-Junegrass-Ln,-Stansbury-Park,-UT-84074","823 W Junegrass Ln, Stansbury Park, UT 84074",823 W Junegrass Ln,,Stansbury Park,UT,84074,Tooele,40.633887,-112.324293,Single Family,4.0,2.5,3013.0,10454.0,2021.0,Inactive,595000,2024-04-10T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-11T00:00:00.000Z,2024-04-14T00:00:00.000Z,5
"1779-E-Chukar-Dr,-Eagle-Mountain,-UT-84005","1779 E Chukar Dr, Eagle Mountain, UT 84005",1779 E Chukar Dr,,Eagle Mountain,UT,84005,Utah,40.2971,-112.009766,Single Family,4.0,2.5,2482.0,,,Inactive,549900,2024-04-11T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-08T00:00:00.000Z,2024-04-14T00:00:00.000Z,4
"305-S-300-W,-Fountain-Green,-UT-84632","305 S 300 W, Fountain Green, UT 84632",305 S 300 W,,Fountain Green,UT,84632,Sanpete,39.623732,-111.639506,Single Family,3.0,2.0,2336.0,46174.0,1998.0,Inactive,699500,2024-04-11T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-11T00:00:00.000Z,2024-04-14T00:00:00.000Z,4
"169-E-820-S,-Santaquin,-UT-84655","169 E 820 S, Santaquin, UT 84655",169 E 820 S,,Santaquin,UT,84655,Utah,39.963204,-111.780686,Single Family,4.0,3.0,3469.0,10019.0,2007.0,Inactive,569990,2024-04-11T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-11T00:00:00.000Z,2024-04-14T00:00:00.000Z,4
"12529-S-Clipper-Peak-Dr,-Herriman,-UT-84096","12529 S Clipper Peak Dr, Herriman, UT 84096",12529 S Clipper Peak Dr,,Herriman,UT,84096,Salt Lake,40.523304,-112.052103,Single Family,4.0,2.0,2859.0,7841.0,2019.0,Inactive,649000,2024-04-11T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-12T00:00:00.000Z,2024-04-14T00:00:00.000Z,4
"1415-E-3000-S,-Salt-Lake-City,-UT-84106","1415 E 3000 S, Salt Lake City, UT 84106",1415 E 3000 S,,Salt Lake City,UT,84106,Salt Lake,40.706313,-111.849813,Single Family,3.0,2.0,2504.0,5663.0,1930.0,Inactive,450000,2024-04-11T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-12T00:00:00.000Z,2024-04-14T00:00:00.000Z,4
"650-N-300-W,-Apt-105,-Salt-Lake-City,-UT-84103","650 N 300 W, Apt 105, Salt Lake City, UT 84103",650 N 300 W,Apt 105,Salt Lake City,UT,84103,Salt Lake,40.783553,-111.899285,Condo,2.0,1.0,850.0,436.0,1961.0,Inactive,320000,2024-04-11T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-12T00:00:00.000Z,2024-04-14T00:00:00.000Z,4
"740-N-1000-E,-Provo,-UT-84606","740 N 1000 E, Provo, UT 84606",740 N 1000 E,,Provo,UT,84606,Utah,40.243783,-111.641012,Single Family,4.0,1.0,1221.0,6098.0,1943.0,Inactive,410000,2024-04-11T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-12T00:00:00.000Z,2024-04-14T00:00:00.000Z,4
"8028-S-Big-Spring-Dr-W,-West-Jordan,-UT-84081","8028 S Big Spring Dr W, West Jordan, UT 84081",8028 S Big Spring Dr W,,West Jordan,UT,84081,Salt Lake,40.605205,-112.018686,Single Family,4.0,2.5,3254.0,8712.0,2005.0,Inactive,699000,2024-04-12T00:00:00.000Z,2024-04-15T00:00:00.000Z,2022-06-03T14:38:39.323Z,2024-04-14T00:00:00.000Z,3
"1075-E-Blazing-Sun-Dr,-Eagle-Mountain,-UT-84005","1075 E Blazing Sun Dr, Eagle Mountain, UT 84005",1075 E Blazing Sun Dr,,Eagle Mountain,UT,84005,Utah,40.323122,-112.023219,Single Family,4.0,2.5,,,2024.0,Inactive,569990,2024-04-12T00:00:00.000Z,2024-04-15T00:00:00.000Z,2023-10-22T00:00:00.000Z,2024-04-14T00:00:00.000Z,3
"8080-N-Rock-Creek-Ln,-Eagle-Mountain,-UT-84005","8080 N Rock Creek Ln, Eagle Mountain, UT 84005",8080 N Rock Creek Ln,,Eagle Mountain,UT,84005,Utah,40.363179,-111.973603,Townhouse,4.0,2.5,2462.0,1307.0,2016.0,Inactive,435000,2024-04-12T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-13T00:00:00.000Z,2024-04-14T00:00:00.000Z,3
"4056-S-4275-W,-West-Valley-City,-UT-84120","4056 S 4275 W, West Valley City, UT 84120",4056 S 4275 W,,West Valley City,UT,84120,Salt Lake,40.683219,-111.993522,Single Family,3.0,2.0,1362.0,9583.0,1958.0,Inactive,410000,2024-04-12T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-13T00:00:00.000Z,2024-04-14T00:00:00.000Z,3
"771-W-1280-S,-Payson,-UT-84651","771 W 1280 S, Payson, UT 84651",771 W 1280 S,,Payson,UT,84651,Utah,40.024079,-111.744923,Single Family,4.0,2.0,1852.0,10019.0,1996.0,Inactive,455000,2024-04-14T00:00:00.000Z,2024-04-15T00:00:00.000Z,2024-04-14T00:00:00.000Z,2024-04-14T00:00:00.000Z,1
"3281-Orchard-St-E,-Millcreek,-UT-84106","3281 Orchard St E, Millcreek, UT 84106",3281 Orchard St E,,Millcreek,UT,84106,Salt Lake,40.700606,-111.848725,Single Family,3.0,1.0,1100.0,14375.0,1921.0,Inactive,479900,2023-01-23T00:00:00.000Z,2024-04-14T00:00:00.000Z,2022-08-05T10:27:26.014Z,2024-04-13T00:00:00.000Z,447
"9334-N-Promontory-Summit-Dr,-Park-City,-UT-84098","9334 N Promontory Summit Dr, Park City, UT 84098",9334 N Promontory Summit Dr,,Park City,UT,84098,Summit,40.765609,-111.447756,Single Family,6.0,3.5,9655.0,64469.0,2023.0,Inactive,8950000,2023-06-30T00:00:00.000Z,2024-04-14T00:00:00.000Z,2022-07-09T12:46:36.175Z,2024-04-13T00:00:00.000Z,289
"9503-S-Tirado-Cv-W,---203,-South-Jordan,-UT-84095","9503 S Tirado Cv W, # 203, South Jordan, UT 84095",9503 S Tirado Cv W,# 203,South Jordan,UT,84095,Salt Lake,40.578701,-111.939148,Single Family,3.0,2.0,3422.0,6098.0,2024.0,Inactive,679900,2023-07-04T00:00:00.000Z,2024-04-14T00:00:00.000Z,2023-07-05T00:00:00.000Z,2024-04-13T00:00:00.000Z,285
"9511-S-Tirado-Cv,---204,-South-Jordan,-UT-84095","9511 S Tirado Cv, # 204, South Jordan, UT 84095",9511 S Tirado Cv,# 204,South Jordan,UT,84095,Salt Lake,40.578552,-111.93914,Single Family,3.0,2.5,2738.0,6098.0,2024.0,Inactive,694300,2023-07-04T00:00:00.000Z,2024-04-14T00:00:00.000Z,2024-04-12T00:00:00.000Z,2024-04-13T00:00:00.000Z,285
"683-W-2150-S,-Perry,-UT-84302","683 W 2150 S, Perry, UT 84302",683 W 2150 S,,Perry,UT,84302,Box Elder,41.471627,-112.030893,Single Family,3.0,2.0,3088.0,10019.0,2023.0,Inactive,561000,2023-09-06T00:00:00.000Z,2024-04-14T00:00:00.000Z,2023-02-25T00:00:00.000Z,2024-04-13T00:00:00.000Z,221
"6038-S-4400-W,-Hooper,-UT-84315","6038 S 4400 W, Hooper, UT 84315",6038 S 4400 W,,Hooper,UT,84315,Weber,41.153764,-112.087122,Single Family,5.0,3.5,4633.0,10454.0,2020.0,Inactive,760000,2023-09-07T00:00:00.000Z,2024-04-14T00:00:00.000Z,2023-09-08T00:00:00.000Z,2024-04-13T00:00:00.000Z,220
"564-W-Ski-View-Dr,-Brian-Head,-UT-84719","564 W Ski View Dr, Brian Head, UT 84719",564 W Ski View Dr,,Brian Head,UT,84719,Iron,37.709583,-112.858016,Land,,,,24829.0,,Inactive,45000,2023-09-13T00:00:00.000Z,2024-04-14T00:00:00.000Z,2023-09-14T00:00:00.000Z,2024-04-13T00:00:00.000Z,214
"544-W-Ski-View-Dr,-Brian-Head,-UT-84719","544 W Ski View Dr, Brian Head, UT 84719",544 W Ski View Dr,,Brian Head,UT,84719,Iron,37.709639,-112.857539,Land,,,,31799.0,,Inactive,65000,2023-09-13T00:00:00.000Z,2024-04-14T00:00:00.000Z,2023-09-14T00:00:00.000Z,2024-04-13T00:00:00.000Z,214
"8841-N-Alpine-Rd,-Unit-2,-Sundance,-UT-84604","8841 N Alpine Rd, Unit 2, Sundance, UT 84604",8841 N Alpine Rd,Unit 2,Sundance,UT,84604,Utah,40.392854,-111.581197,Condo,1.0,1.0,1077.0,871.0,1992.0,Inactive,1095000,2023-09-26T00:00:00.000Z,2024-04-14T00:00:00.000Z,2023-09-27T00:00:00.000Z,2024-04-13T00:00:00.000Z,201
"4745-W-1850-N,-Plain-City,-UT-84404","4745 W 1850 N, Plain City, UT 84404",4745 W 1850 N,,Plain City,UT,84404,Weber,41.290739,-112.094293,Single Family,4.0,2.0,1766.0,37897.0,2003.0,Inactive,615100,2023-09-29T00:00:00.000Z,2024-04-14T00:00:00.000Z,2023-09-30T00:00:00.000Z,2024-04-13T00:00:00.000Z,198
"730-E-400-N,-Unit-13,-Providence,-UT-84332","730 E 400 N, Unit 13, Providence, UT 84332",730 E 400 N,Unit 13,Providence,UT,84332,Cache,41.716103,-111.799759,Land,,,,12632.0,,Inactive,169750,2023-10-14T00:00:00.000Z,2024-04-14T00:00:00.000Z,2022-04-29T08:13:48.540Z,2024-04-13T00:00:00.000Z,183
"254-W-Shinarump-Cir,-Leeds,-UT-84746","254 W Shinarump Cir, Leeds, UT 84746",254 W Shinarump Cir,,Leeds,UT,84746,Washington,37.234364,-113.374095,Land,,,,54450.0,,Inactive,277000,2023-10-20T00:00:00.000Z,2024-04-14T00:00:00.000Z,2020-12-08T09:34:30.967Z,2024-04-13T00:00:00.000Z,177
"154-S-Steelman-Cir,-West,-Bountiful,-UT-84087","154 S Steelman Cir, West, Bountiful, UT 84087",154 S Steelman Cir,West,Bountiful,UT,84087,Davis,40.887913,-111.917535,Land,,,,44867.0,,Inactive,589900,2023-10-24T00:00:00.000Z,2024-04-14T00:00:00.000Z,2022-09-23T11:30:38.855Z,2024-04-13T00:00:00.000Z,173
"621-Palisade-Dr,-Moab,-UT-84532","621 Palisade Dr, Moab, UT 84532",621 Palisade Dr,,Moab,UT,84532,Grand,38.58675,-109.561569,Single Family,3.0,1.0,1068.0,7405.0,1977.0,Inactive,538000,2023-10-31T00:00:00.000Z,2024-04-14T00:00:00.000Z,2020-10-08T05:19:07.293Z,2024-04-13T00:00:00.000Z,166
"3527-S-Tower-View-Way,-West-Valley-City,-UT-84119","3527 S Tower View Way, West Valley City, UT 84119",3527 S Tower View Way,,West Valley City,UT,84119,Salt Lake,40.695927,-111.929878,Manufactured,2.0,1.0,924.0,436.0,1973.0,Inactive,79000,2023-12-08T00:00:00.000Z,2024-04-14T00:00:00.000Z,2023-12-09T00:00:00.000Z,2024-04-13T00:00:00.000Z,128
"1830-W-Homestead-Farms-Ln-S,-Unit-4,-West-Valley-City,-UT-84119","1830 W Homestead Farms Ln S, Unit 4, West Valley City, UT 84119",1830 W Homestead Farms Ln S,Unit 4,West Valley City,UT,84119,Salt Lake,40.693529,-111.941511,Townhouse,3.0,1.5,1292.0,1307.0,1979.0,Inactive,339000,2023-12-09T00:00:00.000Z,2024-04-14T00:00:00.000Z,2022-10-28T08:05:47.646Z,2024-04-13T00:00:00.000Z,127
"803-Ridge-Dr,-Heber-City,-UT-84032","803 Ridge Dr, Heber City, UT 84032",803 Ridge Dr,,Heber City,UT,84032,Wasatch,40.524261,-111.399512,Single Family,7.0,4.0,4008.0,11761.0,2003.0,Inactive,999000,2023-12-19T00:00:00.000Z,2024-04-14T00:00:00.000Z,2023-12-20T00:00:00.000Z,2024-04-13T00:00:00.000Z,117
"9100-Marsac-Ave,-Unit-905,-Park-City,-UT-84060","9100 Marsac Ave, Unit 905, Park City, UT 84060",9100 Marsac Ave,Unit 905,Park City,UT,84060,Summit,40.616051,-111.511711,Condo,2.0,3.0,2130.0,2130.0,2010.0,Inactive,4950000,2023-12-26T00:00:00.000Z,2024-04-14T00:00:00.000Z,2021-11-25T11:00:06.105Z,2024-04-13T00:00:00.000Z,110
"11418-N-White-Tail-Ct,-Hideout,-UT-84036","11418 N White Tail Ct, Hideout, UT 84036",11418 N White Tail Ct,,Hideout,UT,84036,Wasatch,40.646524,-111.398371,Single Family,4.0,3.0,3418.0,7841.0,2023.0,Inactive,2475000,2024-01-02T00:00:00.000Z,2024-04-14T00:00:00.000Z,2022-10-13T10:16:16.534Z,2024-04-13T00:00:00.000Z,103
"616-N-680-W,-Tooele,-UT-84074","616 N 680 W, Tooele, UT 84074",616 N 680 W,,Tooele,UT,84074,Tooele,40.542977,-112.31562,Single Family,4.0,3.0,2448.0,6098.0,2001.0,Inactive,430000,2024-01-09T00:00:00.000Z,2024-04-14T00:00:00.000Z,2024-01-09T00:00:00.000Z,2024-04-13T00:00:00.000Z,96
"448-E-Telegraph-St,-Trlr-19,-Washington,-UT-84780","448 E Telegraph St, Trlr 19, Washington, UT 84780",448 E Telegraph St,Trlr 19,Washington,UT,84780,Washington,37.128351,-113.501965,Manufactured,1.0,1.0,394.0,1742.0,1994.0,Inactive,105000,2024-01-15T00:00:00.000Z,2024-04-14T00:00:00.000Z,2023-10-12T00:00:00.000Z,2024-04-13T00:00:00.000Z,90
"1178-W-13040-S,-Riverton,-UT-84065","1178 W 13040 S, Riverton, UT 84065",1178 W 13040 S,,Riverton,UT,84065,Salt Lake,40.514741,-111.926312,Single Family,7.0,3.5,5286.0,43996.0,1998.0,Inactive,1798000,2024-01-25T00:00:00.000Z,2024-04-14T00:00:00.000Z,2024-01-26T00:00:00.000Z,2024-04-13T00:00:00.000Z,80
"2131-E-970-N,-Spanish-Fork,-UT-84660","2131 E 970 N, Spanish Fork, UT 84660",2131 E 970 N,,Spanish Fork,UT,84660,Utah,40.122435,-111.618464,Single Family,4.0,2.5,4007.0,9148.0,2019.0,Inactive,650000,2024-02-05T00:00:00.000Z,2024-04-14T00:00:00.000Z,2024-02-06T00:00:00.000Z,2024-04-13T00:00:00.000Z,69
"221-S-2800-E,---105,-Spanish-Fork,-UT-84660","221 S 2800 E, # 105, Spanish Fork, UT 84660",221 S 2800 E,# 105,Spanish Fork,UT,84660,Utah,40.106765,-111.606919,Single Family,8.0,4.0,3459.0,14810.0,2024.0,Inactive,839000,2024-02-12T00:00:00.000Z,2024-04-14T00:00:00.000Z,2024-02-13T00:00:00.000Z,2024-04-13T00:00:00.000Z,62
"407-S-Vasels,-Unit-46,-Brian-Head,-UT-84719","407 S Vasels, Unit 46, Brian Head, UT 84719",407 S Vasels,Unit 46,Brian Head,UT,84719,Iron,37.691032,-112.848671,Townhouse,2.0,2.0,930.0,,1981.0,Inactive,360000,2024-02-12T00:00:00.000Z,2024-04-14T00:00:00.000Z,2024-02-13T00:00:00.000Z,2024-04-13T00:00:00.000Z,62
"3145-S-Golf-Course-Dr,-Unit-36,-Garden-City,-UT-84028","3145 S Golf Course Dr, Unit 36, Garden City, UT 84028",3145 S Golf Course Dr,Unit 36,Garden City,UT,84028,Rich,41.889764,-111.392648,Land,,,,13939.0,,Inactive,94900,2024-02-14T00:00:00.000Z,2024-04-14T00:00:00.000Z,2024-02-15T00:00:00.000Z,2024-04-13T00:00:00.000Z,60
"5235-S-Glendon-St,-Apt-N1,-Murray,-UT-84123","5235 S Glendon St, Apt N1, Murray, UT 84123",5235 S Glendon St,Apt N1,Murray,UT,84123,Salt Lake,40.657531,-111.908759,Townhouse,3.0,1.5,1874.0,436.0,1980.0,Inactive,389900,2024-02-16T00:00:00.000Z,2024-04-14T00:00:00.000Z,2021-10-09T09:53:17.171Z,2024-04-13T00:00:00.000Z,58
"155-S-1200-W,-Unit-107,-Orem,-UT-84058","155 S 1200 W, Unit 107, Orem, UT 84058",155 S 1200 W,Unit 107,Orem,UT,84058,Utah,40.294445,-111.722092,Manufactured,2.0,2.0,924.0,,1996.0,Inactive,89900,2024-02-20T00:00:00.000Z,2024-04-14T00:00:00.000Z,2024-02-21T00:00:00.000Z,2024-04-13T00:00:00.000Z,54
"3063-E-3500-S,-Vernal,-UT-84078","3063 E 3500 S, Vernal, UT 84078",3063 E 3500 S,,Vernal,UT,84078,Uintah,40.405547,-109.468876,Single Family,3.0,2.0,1728.0,43560.0,1978.0,Inactive,280000,2024-02-25T00:00:00.000Z,2024-04-14T00:00:00.000Z,2022-08-05T05:28:39.066Z,2024-04-13T00:00:00.000Z,49
"1448-S-Heather-Ln-W,-Syracuse,-UT-84075","1448 S Heather Ln W, Syracuse, UT 84075",1448 S Heather Ln W,,Syracuse,UT,84075,Davis,41.092764,-112.093808,Single Family,3.0,2.5,1321.0,3485.0,2005.0,Inactive,428000,2024-02-28T00:00:00.000Z,2024-04-14T00:00:00.000Z,2024-02-28T00:00:00.000Z,2024-04-13T00:00:00.000Z,46
"3118-S-Ogden-Ave-E,-Ogden,-UT-84401","3118 S Ogden Ave E, Ogden, UT 84401",3118 S Ogden Ave E,,Ogden,UT,84401,Weber,41.207621,-111.968985,Single Family,2.0,2.0,1311.0,6970.0,1907.0,Inactive,325000,2024-03-01T00:00:00.000Z,2024-04-14T00:00:00.000Z,2024-03-01T00:00:00.000Z,2024-04-13T00:00:00.000Z,44
"1601-S-Main-St,-Bountiful,-UT-84010","1601 S Main St, Bountiful, UT 84010",1601 S Main St,,Bountiful,UT,84010,Davis,40.873192,-111.886559,Townhouse,4.0,2.5,1988.0,1307.0,1997.0,Inactive,447500,2024-03-01T00:00:00.000Z,2024-04-14T00:00:00.000Z,2024-03-02T00:00:00.000Z,2024-04-13T00:00:00.000Z,44
